"Accession.name","BioSample","SRA","ID","Source","Continent","CIAT.code","DOI","Synonyms","Common.names","Organism","Genus","Species","Collection.status","Biological.status","CORE.collection","Country","Department","County","Place","Date.of.collection..dd.mm.yyyy.","Altitude..masl.","Latitude..decimal.","Longitude..decimal.","Donor.name","Institution","Donor.country","Collector.name","Date.of.receipt..dd.mm.yyyy.","Growth.habit","Plant.height..cm.","Flowering","Shape.of.leaf.lobe.central","Petiole.color","Developed.leaf.color","Number.of.leaf.lobes","Root.color","Dry.matter.content....","Total.HCN.content..ppm.","Total.sugars....","Total.amylose....","Clarity....","Temperature.pasting...C.","Maximum.viscosity","Breakdown..cP.","Easy.cooking..minutes."
"CPCR24B10","SAMN04580228","Data downloaded from CassavaBase instead of NCBI","CPCR24B10","Ramu et al. 2017","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C243XGM90569","SAMN04580217","Data downloaded from CassavaBase instead of NCBI","C243XGM90569","Ramu et al. 2017","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM344231XC33","SAMN04580344","Data downloaded from CassavaBase instead of NCBI","SM344231XC33","Ramu et al. 2017","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM344231XC39","SAMN04580345","Data downloaded from CassavaBase instead of NCBI","SM344231XC39","Ramu et al. 2017","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GM181623XC19","SAMN04580257","Data downloaded from CassavaBase instead of NCBI","GM181623XC19","Ramu et al. 2017","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C243XGM156111","SAMN04580216","Data downloaded from CassavaBase instead of NCBI","C243XGM156111","Ramu et al. 2017","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM337235XC243","SAMN04580343","Data downloaded from CassavaBase instead of NCBI","SM337235XC243","Ramu et al. 2017","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SM3443150XC243","SAMN04580346","Data downloaded from CassavaBase instead of NCBI","SM3443150XC243","Ramu et al. 2017","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C413XGM15618","SAMN04580218","Data downloaded from CassavaBase instead of NCBI","C413XGM15618","Ramu et al. 2017","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GM18188XC19","SAMN04580258","Data downloaded from CassavaBase instead of NCBI","GM18188XC19","Ramu et al. 2017","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GM90560XC33","SAMN04580259","Data downloaded from CassavaBase instead of NCBI","GM90560XC33","Ramu et al. 2017","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BGM1584FBRANCA","SAMN04580215","Data downloaded from CassavaBase instead of NCBI","BGM1584FBRANCA","Ramu et al. 2017","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAN00401","SAMN04580302","Data downloaded from CassavaBase instead of NCBI","MAN00401","Ramu et al. 2017","South America","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLA02","SAMN04580250","Data downloaded from CassavaBase instead of NCBI","FLA02","Ramu et al. 2017","South America","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Wild",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLA59008","SAMN04580255","Data downloaded from CassavaBase instead of NCBI","GLA59008","Ramu et al. 2017","South America","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MBRANCHYANDRA","SAMN04580304","Data downloaded from CassavaBase instead of NCBI","MBRANCHYANDRA","Ramu et al. 2017","Africa","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MBRANCHYANDRA46","SAMN04580305","Data downloaded from CassavaBase instead of NCBI","MBRANCHYANDRA46","Ramu et al. 2017","Africa","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEPRUNOSA351E058","SAMN04580306","Data downloaded from CassavaBase instead of NCBI","MEPRUNOSA351E058","Ramu et al. 2017","Africa","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPRUNSA351xMGLAZIOVII","SAMN04580249","Data downloaded from CassavaBase instead of NCBI","EPRUNSA351xMGLAZIOVII","Ramu et al. 2017","Africa","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MODAKEKEA","SAMN04580315","Data downloaded from CassavaBase instead of NCBI","MODAKEKEA","Ramu et al. 2017","Africa","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D53ONDO","SAMN04580244","Data downloaded from CassavaBase instead of NCBI","D53ONDO","Ramu et al. 2017","Africa","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLABELLIFOLIA4139","SAMN04580252","Data downloaded from CassavaBase instead of NCBI","FLABELLIFOLIA4139","Ramu et al. 2017","Africa","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLABELLIFOLIA4127","SAMN04580251","Data downloaded from CassavaBase instead of NCBI","FLABELLIFOLIA4127","Ramu et al. 2017","Africa","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGLAZIOVII","SAMN04580308","Data downloaded from CassavaBase instead of NCBI","MGLAZIOVII","Ramu et al. 2017","Africa","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Wild",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E023LEPTOCHYLLAOP","SAMN04580246","Data downloaded from CassavaBase instead of NCBI","E023LEPTOCHYLLAOP","Ramu et al. 2017","Africa","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PERUVIANA4111","SAMN04580341","Data downloaded from CassavaBase instead of NCBI","PERUVIANA4111","Ramu et al. 2017","Africa","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PERUVIANA4141","SAMN04580342","Data downloaded from CassavaBase instead of NCBI","PERUVIANA4141","Ramu et al. 2017","Africa","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"A033TREECASSAVA","SAMN04580210","Data downloaded from CassavaBase instead of NCBI","A033TREECASSAVA","Ramu et al. 2017","Africa","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"B033TREECASSAVA","SAMN04580213","Data downloaded from CassavaBase instead of NCBI","B033TREECASSAVA","Ramu et al. 2017","Africa","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MNH1","SAMN04580314","Data downloaded from CassavaBase instead of NCBI","MNH1","Ramu et al. 2017","Africa","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E056MELEBU","SAMN04580247","Data downloaded from CassavaBase instead of NCBI","E056MELEBU","Ramu et al. 2017","Africa","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMEB7","SAMN04580353","Data downloaded from CassavaBase instead of NCBI","TMEB7","Ramu et al. 2017","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Landrace",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"M. flabellifolia","SAMN04116950","SRR2847416","M.flabellifolia","Bredeson et al. 2016","South America","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Wild",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLA 449-1","SAMN04116951","SRR2847404","FLA449-1","Bredeson et al. 2016","South America","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Wild",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLA 433-2","SAMN04117012","SRR2847402","FLA433-2","Bredeson et al. 2016","South America","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Wild",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLA 444-1","SAMN04116947","SRR2847403","FLA444-1","Bredeson et al. 2016","South America","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Wild",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLA 488-1","SAMN04116948","SRR2847406, SRR2847405","FLA488-1","Bredeson et al. 2016","South America","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Wild",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLA 496-1","SAMN04116953","SRR2847408","FLA496-1","Bredeson et al. 2016","South America","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Wild",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLA 503-2","SAMN04116955","SRR2847410","FLA503-2","Bredeson et al. 2016","South America","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Wild",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLA 490-1","SAMN04116949","SRR2847407","FLA490-1","Bredeson et al. 2016","South America","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Wild",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLA 502-1","SAMN04116954","SRR2847409","FLA502-1","Bredeson et al. 2016","South America","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Wild",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLA XXX-15","SAMN04116942","SRR2847411","FLAXXX-15","Bredeson et al. 2016","South America","","","","","Manihot esculenta subsp. flabellifolia","Manihot","esculenta subsp. flabellifolia","","Wild",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AM560-2","SAMN02693374","SRR2847384, SRR2847387, SRR2847385, SRR2847386, SRR1261603","AM560-2","Bredeson et al. 2016","South America","AM 560- 2","10.18730/PBK3Q","","","Manihot esculenta","Manihot","esculenta","","Breeding line",0,"Colombia","Palmira","","","",NA,NA,NA,"","","","","02-02-2010","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCOL22","SAMN02693381","SRR1261700","MCOL22_1","Bredeson et al. 2016","South America","","","","","Manihot esculenta","Manihot","esculenta","","Landrace",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCOL22","SAMN02693382","SRR1261701","MCOL22_2","Bredeson et al. 2016","South America","","","","","Manihot esculenta","Manihot","esculenta","","Landrace",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MBRA 685","SAMN04116944","SRR2847425","MBRA685","Bredeson et al. 2016","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCOL1468","SAMN04116945","SRR2847426","MCOL1468_2","Bredeson et al. 2016","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM 507-37","SAMN04117051","SRR2847399","CM507-37","Bredeson et al. 2016","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRA 856","SAMN04116952","SRR2847397	","BRA856","Bredeson et al. 2016","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CM 3306-4","SAMN04116957","SRR2847398	","CM3306-4","Bredeson et al. 2016","South America","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Colombia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albert","SAMN00855462","SRR486604, SRR486605","Albert","SRA: SRP012214 (JGI)","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Tanzania and Kenya","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mkombozi","SAMN02693383","SRR2847442, SRR2847441, SRR1261871  ","Mkombozi","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Tanzania and Kenya","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namikonga","SAMN02693386","SRR2847450, SRR2847449, SRR1261886","Namikonga","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Uganda","","","Namulonge","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nachinyaya","SAMN02693385","SRR2847448, SRR2847447, SRR1261873","Nachinyaya","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Tanzania","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muzege","SAMN02693384","SRR1261872, SRR2847443, SRR2847444, SRR2847445, SRR2847446 ","Muzege","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Tanzania","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NDL06/132","SAMN02693387","SRR2847452, SRR2847451, SRR1261917","NDL06/132","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Tanzania","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kiroba","SAMN02693378","SRR2847415, SRR1261867","Kiroba","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Uganda","","","Namulonge","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kibandameno","SAMN02693377","SRR1261704","Kibandameno","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Tanzania","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aulizaye Mjinga","SAMN04117015","SRR2847394, SRR2847393","AulizayeMjinga","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Tanzania","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akena","SAMN04117048","SRR2847381, SRR2847380","Akena","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Uganda","","","Namulonge","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TME204","SAMN04117047","SRR2847462","TME204_2","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Landrace",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TME419","SAMN04117007","SRR2847463","TME419","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Landrace",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kibaha","SAMN04117049","SRR2847414","Kibaha","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Tanzania","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"EBW-A","SAMN04117046","SRR2847401","EBW-A","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Uganda","","","Namulonge","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"EBW-2","SAMN04117045","SRR2847400","EBW-2","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Uganda","","","Namulonge","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TME3","SAMN04116862","SRR1261610","TME3","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Landrace",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TME7","SAMN02693390","SRR1261698","TME7","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Landrace",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TME14K","SAMN04117050","SRR2847461","TME14K","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TME117","SAMN04117006","SRR2847460","TME117","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Landrace",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60444","SAMN02693391","SRR2847379, SRR1261958","60444","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"KBH 2006/18","SAMN04116939","SRR2847413	","KBH2006/18","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Kenya","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SC8","SAMN02693388","SRR1261957","SC8_2","Bredeson et al. 2016","Asia","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"China","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UnkAus","SAMN04116941","SRR2847474, SRR2847473","UnkAus","Bredeson et al. 2016","Oceania","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Australia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS-I50395/Unk","SAMN04117009","SRR2847468, SRR2847467","TMS-I50395/Unk","Bredeson et al. 2016","Oceania","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Australia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMI150","SAMN04117011","SRR2847459, SRR2847458        ","SMI150","Bredeson et al. 2016","Oceania","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"","","","Pacific Islands","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avoca","SAMN04116940","SRR2847396, SRR2847395","Avoca","Bredeson et al. 2016","Oceania","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Australia","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nadelei(B)","SAMN04116975","SRR2847454, SRR2847453","Nadelei(B)","Bredeson et al. 2016","Oceania","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Fiji","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nadelei(U)","SAMN04116976","SRR2847456, SRR2847455","Nadelei(U)","Bredeson et al. 2016","Oceania","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Fiji","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merelesita","SAMN04116974","SRR2847440, SRR2847439","Merelesita","Bredeson et al. 2016","Oceania","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Fiji","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Me001Vu","SAMN04117053","SRR2847429, SRR2847428, SRR2847427","Me001Vu","Bredeson et al. 2016","Oceania","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Vanuatu","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Me002Vu","SAMN04117052","SRR2847432, SRR2847431, SRR2847430","Me002Vu","Bredeson et al. 2016","Oceania","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Vanuatu","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Me003Vu","SAMN04117054","SRR2847435, SRR2847434, SRR2847433","Me003Vu","Bredeson et al. 2016","Oceania","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Vanuatu","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Me004Vu","SAMN04117055","SRR2847438, SRR2847437, SRR2847436","Me004Vu","Bredeson et al. 2016","Oceania","","","","","Manihot esculenta","Manihot","esculenta","","Breeding line",NA,"Vanuatu","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TMS-I30572","SAMN04117008","SRR2847464","TMS-I30572","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Mixed crosses",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
